,Image frame,x_px,y_px,x,y,u,v,up_x,down_x
249,249.0,,,,,,,,
250,250.0,,,,,,,,
251,251.0,,,,,,,,
252,252.0,,,,,,,,
253,253.0,,,,,,,,
254,254.0,,,,,,,,
255,255.0,,,,,,,,
256,256.0,,,,,,,,
257,257.0,,,,,,,,
258,258.0,,,,,,,,
259,259.0,,,,,,,,
260,260.0,,,,,,,,
261,261.0,,,,,,,,
262,262.0,,,,,,,,
263,263.0,,,,,,,,
264,264.0,,,,,,,,
265,265.0,,,,,,,,
266,266.0,,,,,,,,
267,267.0,,,,,,,,
268,268.0,,,,,,,,
269,269.0,,,,,,,,
270,270.0,,,,,,,,
271,271.0,,,,,,,,
272,272.0,,,,,,,,
273,273.0,,,,,,,,
274,274.0,,,,,,,,
275,275.0,,,,,,,,
276,276.0,,,,,,,,
277,277.0,,,,,,,,
278,278.0,,,,,,,,
279,279.0,,,,,,,,
280,280.0,,,,,,,,
281,281.0,,,,,,,,
282,282.0,,,,,,,,
283,283.0,,,,,,,,
284,284.0,,,,,,,,
285,285.0,,,,,,,,
286,286.0,,,,,,,,
287,287.0,,,,,,,,
288,288.0,,,,,,,,
289,289.0,,,,,,,,
290,290.0,,,,,,,,
291,291.0,,,,,,,,
292,292.0,,,,,,,,
293,293.0,,,,,,,,
294,294.0,,,,,,,,
295,295.0,,,,,,,,
296,296.0,,,,,,,,
297,297.0,,,,,,,,
298,298.0,,,,,,,,
299,299.0,,,,,,,,
300,300.0,,,,,,,,
301,301.0,,,,,,,,
302,302.0,,,,,,,,
303,303.0,,,,,,,,
304,304.0,,,,,,,,
305,305.0,,,,,,,,
306,306.0,,,,,,,,
307,307.0,,,,,,,,
308,308.0,,,,,,,,
309,309.0,,,,,,,,
310,310.0,,,,,,,,
311,311.0,,,,,,,,
312,312.0,,,,,,,,
313,313.0,,,,,,,,
314,314.0,,,,,,,,
315,315.0,,,,,,,,
316,316.0,21.0,241.0,5.23201217756,0.240622675791,,,5.23201217756,
317,317.0,67.0,230.0,5.11426065537,0.26878064849,-3.17929109928,0.76026526287,,5.11426065537
318,318.0,117.0,220.0,4.98626987037,0.294378805488,-3.45575119487,0.691150238973,,4.98626987037
319,319.0,155.0,217.0,4.88899687378,0.302058252588,-2.6263709081,0.207345071692,,4.88899687378
320,320.0,218.0,203.0,4.72772848468,0.337895672387,-4.35424650553,0.967610334562,,4.72772848468
321,321.0,251.0,204.0,4.64325456659,0.335335856687,-2.28079578861,-0.0691150238973,,4.64325456659
322,322.0,297.0,199.0,4.52550304439,0.348134935186,-3.17929109928,0.345575119487,,4.52550304439
323,323.0,343.0,195.0,4.4077515222,0.358374197986,-3.17929109928,0.276460095589,,4.4077515222
324,324.0,385.0,192.0,4.3002392628,0.366053645086,-2.90283100369,0.207345071692,,4.3002392628
325,325.0,435.0,186.0,4.1722484778,0.381412539285,-3.45575119487,0.414690143384,,4.1722484778
326,326.0,485.0,181.0,4.04425769281,0.394211617785,-3.45575119487,0.345575119487,,4.04425769281
327,327.0,529.0,178.0,3.93162580201,0.401891064884,-3.04106105148,0.207345071692,,3.93162580201
328,328.0,578.0,173.0,3.80619483272,0.414690143384,-3.38663617097,0.345575119487,,3.80619483272
329,329.0,609.0,175.0,3.72684054602,0.409570511984,-2.14256574082,-0.138230047795,,3.72684054602
330,330.0,672.0,164.0,3.56557215693,0.437728484683,-4.35424650553,0.76026526287,,3.56557215693
331,331.0,717.0,162.0,3.45038045043,0.442848116083,-3.11017607538,0.138230047795,,3.45038045043
332,332.0,763.0,162.0,3.33262892824,0.442848116083,-3.17929109928,0.0,,3.33262892824
333,333.0,811.0,161.0,3.20975777464,0.445407931783,-3.31752114707,0.0691150238973,,3.20975777464
334,334.0,831.0,153.0,3.15856146064,0.465886457382,-1.38230047795,0.552920191178,,3.15856146064
335,335.0,,,,,,,,
336,336.0,,,,,,,,
337,337.0,,,,,,,,
338,338.0,,,,,,,,
339,339.0,,,,,,,,
340,340.0,,,,,,,,
341,341.0,,,,,,,,
342,342.0,,,,,,,,
343,343.0,,,,,,,,
344,344.0,,,,,,,,
345,345.0,,,,,,,,
346,346.0,,,,,,,,
347,347.0,,,,,,,,
348,348.0,,,,,,,,
349,349.0,,,,,,,,
350,350.0,,,,,,,,
351,351.0,,,,,,,,
352,352.0,,,,,,,,
353,353.0,,,,,,,,
354,354.0,,,,,,,,
355,355.0,,,,,,,,
356,356.0,,,,,,,,
357,357.0,,,,,,,,
358,358.0,,,,,,,,
359,359.0,,,,,,,,
360,360.0,,,,,,,,
361,361.0,,,,,,,,
362,362.0,,,,,,,,
363,363.0,,,,,,,,
364,364.0,,,,,,,,
365,365.0,,,,,,,,
366,366.0,,,,,,,,
367,367.0,,,,,,,,
368,368.0,,,,,,,,
369,369.0,,,,,,,,
370,370.0,,,,,,,,
371,371.0,,,,,,,,
372,372.0,,,,,,,,
373,373.0,,,,,,,,
374,374.0,,,,,,,,
375,375.0,,,,,,,,
376,376.0,,,,,,,,
377,377.0,,,,,,,,
378,378.0,,,,,,,,
379,379.0,,,,,,,,
380,380.0,,,,,,,,
381,381.0,,,,,,,,
382,382.0,,,,,,,,
383,383.0,,,,,,,,
