,Image frame,x_px,y_px,x,y,u,v,up_x,down_x
230,230.0,151.0,415.0,6.34453000604,0.105529307975,0.694949101297,0.0694949101297,6.34453000604,
231,231.0,139.0,413.0,6.37541663276,0.110677079095,0.833938921557,0.138989820259,6.37541663276,
232,232.0,125.0,411.0,6.41145103061,0.115824850216,0.972928741816,0.138989820259,6.41145103061,
233,233.0,117.0,409.0,6.43204211509,0.120972621337,0.555959281038,0.138989820259,6.43204211509,
234,234.0,112.0,409.0,6.44491154289,0.120972621337,0.347474550649,0.0,6.44491154289,
235,235.0,,,,,,,,
236,236.0,,,,,,,,
237,237.0,,,,,,,,
238,238.0,,,,,,,,
239,239.0,,,,,,,,
240,240.0,,,,,,,,
241,241.0,,,,,,,,
242,242.0,,,,,,,,
243,243.0,,,,,,,,
244,244.0,,,,,,,,
245,245.0,,,,,,,,
246,246.0,,,,,,,,
247,247.0,,,,,,,,
248,248.0,,,,,,,,
249,249.0,,,,,,,,
250,250.0,,,,,,,,
251,251.0,,,,,,,,
252,252.0,,,,,,,,
253,253.0,,,,,,,,
254,254.0,,,,,,,,
255,255.0,,,,,,,,
256,256.0,,,,,,,,
257,257.0,,,,,,,,
258,258.0,,,,,,,,
259,259.0,,,,,,,,
260,260.0,,,,,,,,
261,261.0,,,,,,,,
262,262.0,,,,,,,,
263,263.0,,,,,,,,
264,264.0,,,,,,,,
265,265.0,,,,,,,,
266,266.0,,,,,,,,
267,267.0,,,,,,,,
268,268.0,,,,,,,,
269,269.0,,,,,,,,
270,270.0,,,,,,,,
271,271.0,,,,,,,,
272,272.0,,,,,,,,
273,273.0,,,,,,,,
274,274.0,,,,,,,,
275,275.0,,,,,,,,
276,276.0,,,,,,,,
277,277.0,,,,,,,,
278,278.0,,,,,,,,
279,279.0,,,,,,,,
280,280.0,,,,,,,,
281,281.0,,,,,,,,
282,282.0,,,,,,,,
283,283.0,,,,,,,,
284,284.0,,,,,,,,
285,285.0,,,,,,,,
286,286.0,,,,,,,,
287,287.0,,,,,,,,
288,288.0,,,,,,,,
289,289.0,,,,,,,,
290,290.0,,,,,,,,
291,291.0,,,,,,,,
292,292.0,,,,,,,,
293,293.0,,,,,,,,
294,294.0,,,,,,,,
295,295.0,,,,,,,,
296,296.0,,,,,,,,
297,297.0,107.0,435.0,6.4577809707,0.0540515967676,,,6.4577809707,
298,298.0,121.0,435.0,6.42174657285,0.0540515967676,-0.972928741816,0.0,,6.42174657285
299,299.0,144.0,434.0,6.36254720496,0.0566254823279,-1.59838293298,0.0694949101297,,6.36254720496
300,300.0,168.0,432.0,6.30077395151,0.0617732534486,-1.66787784311,0.138989820259,,6.30077395151
301,301.0,189.0,430.0,6.24672235475,0.0669210245694,-1.45939311272,0.138989820259,,6.24672235475
302,302.0,205.0,429.0,6.20554018578,0.0694949101297,-1.11191856208,0.0694949101297,,6.20554018578
303,303.0,,,,,,,,
304,304.0,267.0,430.0,6.04595928104,0.0669210245694,,,6.04595928104,
305,305.0,271.0,423.0,6.0356637388,0.0849382234919,-0.277979640519,0.486464370908,,6.0356637388
306,306.0,293.0,421.0,5.97903825647,0.0900859946126,-1.52888802285,0.138989820259,,5.97903825647
307,307.0,314.0,419.0,5.9249866597,0.0952337657333,-1.45939311272,0.138989820259,,5.9249866597
308,308.0,335.0,415.0,5.87093506293,0.105529307975,-1.45939311272,0.277979640519,,5.87093506293
309,309.0,354.0,411.0,5.82203123729,0.115824850216,-1.32040329246,0.277979640519,,5.82203123729
310,310.0,375.0,407.0,5.76797964052,0.126120392458,-1.45939311272,0.277979640519,,5.76797964052
311,311.0,397.0,402.0,5.71135415819,0.138989820259,-1.52888802285,0.347474550649,,5.71135415819
312,312.0,420.0,399.0,5.6521547903,0.146711476941,-1.59838293298,0.208484730389,,5.6521547903
313,313.0,443.0,394.0,5.59295542241,0.159580904742,-1.59838293298,0.347474550649,,5.59295542241
314,314.0,469.0,385.0,5.52603439785,0.182745874786,-1.80686766337,0.625454191167,,5.52603439785
315,315.0,510.0,373.0,5.42050508987,0.21363250151,-2.84929131532,0.833938921557,,5.42050508987
316,316.0,555.0,360.0,5.30468023965,0.247093013795,-3.12727095584,0.903433831686,,5.30468023965
317,317.0,607.0,346.0,5.17083819052,0.28312741164,-3.61373532675,0.972928741816,,5.17083819052
318,318.0,652.0,341.0,5.0550133403,0.295996839441,-3.12727095584,0.347474550649,,5.0550133403
319,319.0,694.0,337.0,4.94691014676,0.306292381683,-2.91878622545,0.277979640519,,4.94691014676
320,320.0,753.0,324.0,4.7950508987,0.339752893968,-4.10019969765,0.903433831686,,4.7950508987
321,321.0,799.0,319.0,4.67665216293,0.352622321769,-3.19676586597,0.347474550649,,4.67665216293
322,322.0,843.0,316.0,4.56340119827,0.36034397845,-3.05777604571,0.208484730389,,4.56340119827
323,323.0,888.0,314.0,4.44757634805,0.365491749571,-3.12727095584,0.138989820259,,4.44757634805
324,324.0,,,,,,,,
325,325.0,980.0,307.0,4.2107788765,0.383508948494,,,4.2107788765,
326,326.0,,,,,,,,
327,327.0,,,,,,,,
328,328.0,,,,,,,,
329,329.0,,,,,,,,
330,330.0,,,,,,,,
331,331.0,,,,,,,,
332,332.0,,,,,,,,
333,333.0,,,,,,,,
334,334.0,,,,,,,,
335,335.0,,,,,,,,
336,336.0,,,,,,,,
337,337.0,,,,,,,,
338,338.0,,,,,,,,
339,339.0,,,,,,,,
340,340.0,,,,,,,,
341,341.0,,,,,,,,
342,342.0,,,,,,,,
343,343.0,,,,,,,,
344,344.0,,,,,,,,
345,345.0,,,,,,,,
346,346.0,,,,,,,,
347,347.0,,,,,,,,
348,348.0,,,,,,,,
349,349.0,,,,,,,,
350,350.0,,,,,,,,
351,351.0,,,,,,,,
352,352.0,,,,,,,,
353,353.0,,,,,,,,
354,354.0,,,,,,,,
355,355.0,,,,,,,,
356,356.0,,,,,,,,
357,357.0,,,,,,,,
358,358.0,,,,,,,,
359,359.0,,,,,,,,
360,360.0,,,,,,,,
361,361.0,,,,,,,,
362,362.0,,,,,,,,
363,363.0,,,,,,,,
364,364.0,,,,,,,,
365,365.0,,,,,,,,
366,366.0,,,,,,,,
367,367.0,,,,,,,,
368,368.0,,,,,,,,
369,369.0,,,,,,,,
370,370.0,,,,,,,,
371,371.0,,,,,,,,
372,372.0,,,,,,,,
373,373.0,,,,,,,,
374,374.0,,,,,,,,
375,375.0,,,,,,,,
376,376.0,,,,,,,,
377,377.0,,,,,,,,
378,378.0,,,,,,,,
379,379.0,,,,,,,,
380,380.0,,,,,,,,
381,381.0,,,,,,,,
382,382.0,,,,,,,,
383,383.0,,,,,,,,
