Image frame,x_px,y_px,x,y
345,345,,,,
346,346,,,,
347,347,,,,
348,348,,,,
349,349,,,,
350,350,,,,
351,351,,,,
352,352,,,,
353,353,,,,
354,354,,,,
355,355,,,,
356,356,,,,
357,357,,,,
358,358,,,,
359,359,,,,
360,360,,,,
361,361,,,,
362,362,,,,
363,363,,,,
364,364,,,,
365,365,,,,
366,366,,,,
367,367,,,,
368,368,,,,
369,369,,,,
370,370,,,,
371,371,,,,
372,372,,,,
373,373,,,,
374,374,,,,
375,375,,,,
376,376,,,,
377,377,,,,
378,378,,,,
379,379,,,,
380,380,,,,
381,381,,,,
382,382,,,,
383,383,,,,
