Image frame,x_px,y_px,x,y,u,v,up,down
261,261,,,,,,,,
262,262,,,,,,,,
263,263,,,,,,,,
264,264,,,,,,,,
265,265,,,,,,,,
266,266,,,,,,,,
267,267,,,,,,,,
268,268,,,,,,,,
269,269,,,,,,,,
270,270,,,,,,,,
271,271,,,,,,,,
272,272,,,,,,,,
273,273,,,,,,,,
274,274,,,,,,,,
275,275,,,,,,,,
276,276,,,,,,,,
277,277,,,,,,,,
278,278,,,,,,,,
279,279,,,,,,,,
280,280,,,,,,,,
281,281,,,,,,,,
282,282,,,,,,,,
283,283,,,,,,,,
284,284,,,,,,,,
285,285,,,,,,,,
286,286,,,,,,,,
287,287,,,,,,,,
288,288,,,,,,,,
289,289,,,,,,,,
290,290,,,,,,,,
291,291,,,,,,,,
292,292,,,,,,,,
293,293,,,,,,,,
294,294,,,,,,,,
295,295,,,,,,,,
296,296,,,,,,,,
297,297,,,,,,,,
298,298,,,,,,,,
299,299,,,,,,,,
300,300,,,,,,,,
301,301,,,,,,,,
302,302,,,,,,,,
303,303,,,,,,,,
304,304,,,,,,,,
305,305,,,,,,,,
306,306,,,,,,,,
307,307,,,,,,,,
308,308,,,,,,,,
309,309,,,,,,,,
310,310,,,,,,,,
311,311,,,,,,,,
312,312,,,,,,,,
313,313,,,,,,,,
314,314,,,,,,,,
315,315,,,,,,,,
316,316,,,,,,,,
317,317,,,,,,,,
318,318,,,,,,,,
319,319,,,,,,,,
320,320,,,,,,,,
321,321,,,,,,,,
322,322,,,,,,,,
323,323,,,,,,,,
324,324,,,,,,,,
325,325,,,,,,,,
326,326,,,,,,,,
327,327,,,,,,,,
328,328,,,,,,,,
329,329,,,,,,,,
330,330,,,,,,,,
331,331,,,,,,,,
332,332,,,,,,,,
333,333,,,,,,,,
334,334,,,,,,,,
335,335,,,,,,,,
336,336,,,,,,,,
337,337,,,,,,,,
338,338,,,,,,,,
339,339,,,,,,,,
340,340,,,,,,,,
341,341,,,,,,,,
342,342,,,,,,,,
343,343,53.0,166.0,2.22751848783,0.377799044538,,,,
344,344,108.0,163.0,2.13756633437,0.382705525636,-2.42870814346,0.132474989643,,2.13756633437
345,345,174.0,162.0,2.02962375022,0.384341019336,-2.91444977215,0.0441583298811,,2.02962375022
346,346,239.0,163.0,1.92331665976,0.382705525636,-2.87029144227,-0.0441583298811,,1.92331665976
347,347,278.0,163.0,1.85953240549,0.382705525636,-1.72217486536,0.0,,1.85953240549
348,348,376.0,164.0,1.69925402296,0.381070031937,-4.32751632835,-0.0441583298811,,1.69925402296
349,349,440.0,165.0,1.5945824262,0.379434538238,-2.82613311239,-0.0441583298811,,1.5945824262
350,350,509.0,167.0,1.48173336095,0.376163550839,-3.0469247618,-0.0883166597622,,1.48173336095
351,351,580.0,174.0,1.3656133083,0.364715094944,-3.13524142156,-0.309108309168,,1.3656133083
352,352,641.0,175.0,1.26584819264,0.363079601245,-2.69365812275,-0.0441583298811,,1.26584819264
353,353,717.0,211.0,1.1415506715,0.30420182807,-3.35603307096,-1.58969987572,,1.1415506715
354,354,785.0,235.0,1.03033709994,0.264949979287,-3.00276643191,-1.05979991715,,1.03033709994
355,355,855.0,255.0,0.915852540993,0.232240105301,-3.09108309168,-0.883166597622,,0.915852540993
356,356,927.0,273.0,0.798096994644,0.202801218713,-3.17939975144,-0.79484993786,,0.798096994644
357,357,981.0,270.0,0.709780334882,0.207707699811,-2.38454981358,0.132474989643,,0.709780334882
358,358,,,,,,,,
359,359,,,,,,,,
360,360,,,,,,,,
361,361,,,,,,,,
362,362,,,,,,,,
363,363,,,,,,,,
364,364,,,,,,,,
365,365,,,,,,,,
366,366,,,,,,,,
367,367,,,,,,,,
368,368,,,,,,,,
369,369,,,,,,,,
370,370,,,,,,,,
371,371,,,,,,,,
372,372,,,,,,,,
373,373,,,,,,,,
374,374,,,,,,,,
375,375,,,,,,,,
376,376,,,,,,,,
377,377,,,,,,,,
378,378,,,,,,,,
379,379,,,,,,,,
380,380,,,,,,,,
381,381,,,,,,,,
382,382,,,,,,,,
383,383,,,,,,,,
384,384,,,,,,,,
385,385,,,,,,,,
386,386,,,,,,,,
387,387,,,,,,,,
388,388,,,,,,,,
389,389,,,,,,,,
390,390,,,,,,,,
391,391,,,,,,,,
392,392,,,,,,,,
393,393,,,,,,,,
394,394,,,,,,,,
395,395,,,,,,,,
396,396,,,,,,,,
397,397,,,,,,,,
398,398,,,,,,,,
399,399,,,,,,,,
400,400,,,,,,,,
401,401,,,,,,,,
402,402,,,,,,,,
403,403,,,,,,,,
404,404,,,,,,,,
405,405,,,,,,,,
406,406,,,,,,,,
407,407,,,,,,,,
408,408,,,,,,,,
409,409,,,,,,,,
410,410,,,,,,,,
411,411,,,,,,,,
412,412,,,,,,,,
413,413,,,,,,,,
